Nombre del Proyecto,Designación,ObjID SDSS,Redshift (Z),RA (Grados),Dec (Grados),Distancia (Mpc),Luminosidad Ly-α (Soles),Fecha de Registro
Plan para empujar el sol,Cuásar Ari - 1504,1237648721215816394,3.589,138.07168,2.02231,31513.17,104231974,2026-03-15 17:07:21
